County,State,Obama,Romney
Perry ,illinois,40,57.7
Piatt ,illinois,35.4,62.2
Pike ,illinois,31.3,66.7
Pope ,illinois,29.2,68.1
Pulaski ,illinois,46.3,52
Putnam ,illinois,49.7,47.9
Randolph ,illinois,40,57.6
Richland ,illinois,32.4,65.3
Rock Island ,illinois,60.2,38.4
Saline ,illinois,34.5,63.5
Sangamon ,illinois,44.6,53.3
Schuyler ,illinois,44.5,53.1
Scott ,illinois,35.6,62.1
Shelby ,illinois,32.1,65.8
St. Clair ,illinois,56.4,41.9
Stark ,illinois,41.1,57.4
Stephenson ,illinois,46.7,51.3
Tazewell ,illinois,40,57.9
Union ,illinois,37.9,59.8
Vermilion ,illinois,41.2,56.9
Wabash ,illinois,31,67.7
Warren ,illinois,52.1,46.3
Washington ,illinois,33.1,64.7
Wayne ,illinois,19.7,78
White ,illinois,31,67
Whiteside ,illinois,57.7,40.4
Will ,illinois,51.1,47.4
Williamson ,illinois,36.5,61.5
Winnebago ,illinois,52,46.3
Woodford ,illinois,29.5,68.7
Adams ,indiana,29.2,68.7
Allen ,indiana,40.9,57.6
Bartholomew ,indiana,36.2,61.7
Benton ,indiana,32.4,65.1
Blackford ,indiana,40.7,57.2
Boone ,indiana,30,67.8
Brown ,indiana,40.3,57
Carroll ,indiana,33.8,64.1
Cass ,indiana,38,59.6
Clark ,indiana,44.1,54
Clay ,indiana,33.2,64.7
Clinton ,indiana,33.5,64.2
Crawford ,indiana,44.5,52.7
Daviess ,indiana,23.8,74.5
Dearborn ,indiana,29.2,68.9
Decatur ,indiana,28.5,69.1
DeKalb ,indiana,33.2,64.9
Delaware ,indiana,50.4,47.3
Dubois ,indiana,35.2,62.9
Elkhart ,indiana,36,62.5
Fayette ,indiana,40.3,57.2
Floyd ,indiana,42,56.3
Fountain ,indiana,31.4,65.6
Franklin ,indiana,27.6,70.3
Fulton ,indiana,32.3,65.5
Gibson ,indiana,33.5,64.5
Grant ,indiana,38,60
Greene ,indiana,33.1,64.6
Hamilton ,indiana,32,66.3
Hancock ,indiana,28.4,69.4
Harrison ,indiana,37.4,60.2
Hendricks ,indiana,31.7,66.5
Henry ,indiana,40.1,57
Howard ,indiana,41.7,56
Huntington ,indiana,29.2,69
Jackson ,indiana,34.9,62.4
Jasper ,indiana,36.2,61.7
Jay ,indiana,38.8,58.8
Jefferson ,indiana,43.7,54.1
Jennings ,indiana,37.3,59.7
Johnson ,indiana,29.8,68.2
Knox ,indiana,34.5,63.5
Kosciusko ,indiana,22.8,75.1
LaGrange ,indiana,31.1,66.9
Lake ,indiana,64.9,33.9
LaPorte ,indiana,55.2,42.6
Lawrence ,indiana,32.4,65.2
Madison ,indiana,46.6,51.1
Marion ,indiana,60.2,38.1
Marshall ,indiana,34.6,63.4
Martin ,indiana,28.5,68.8
Miami ,indiana,33.1,64
Monroe ,indiana,56.9,40.4
Montgomery ,indiana,29.6,68.1
Morgan ,indiana,28.2,69.3
Newton ,indiana,39.1,58.2
Noble ,indiana,32.2,65.7
Ohio ,indiana,35.3,62.5
Orange ,indiana,37.9,59.5
Owen ,indiana,34.8,62.4
Parke ,indiana,32.4,65
Perry ,indiana,54.8,43.3
Pike ,indiana,35.9,61.2
Porter ,indiana,51,47.2
Posey ,indiana,37.1,60.8
Pulaski ,indiana,35.2,62.3
Putnam ,indiana,32.6,65.2
Randolph ,indiana,37,61
Ripley ,indiana,29.5,68.1
Rush ,indiana,31.6,65.9
Scott ,indiana,45.9,52.1
Shelby ,indiana,32,65.5
Spencer ,indiana,41.4,56.7
St. Joseph ,indiana,51,47.5
Starke ,indiana,43.5,54.1
Steuben ,indiana,35.4,62.5
Sullivan ,indiana,38.5,59.1
Switzerland ,indiana,42.3,55.1
Tippecanoe ,indiana,47,50.6
Tipton ,indiana,33,64.8
Union ,indiana,32.8,65.2
Vanderburgh ,indiana,43.7,54.6
Vermillion ,indiana,45.3,52.1
Vigo ,indiana,49.5,48.6
Wabash ,indiana,30.9,67.1
Warren ,indiana,34.9,62.6
Warrick ,indiana,35.7,62.3
Washington ,indiana,36.4,60.9
Wayne ,indiana,41.6,56.3
Wells ,indiana,26.6,71.6
White ,indiana,36.7,60.3
Whitley ,indiana,29.5,68.4
Adair ,iowa,45.2,53.3
Adams ,iowa,47.2,51.1
Allamakee ,iowa,51.5,47.3
Appanoose ,iowa,47.5,51.1
Audubon ,iowa,46.8,52.3
Benton ,iowa,49.1,49.7
Black Hawk ,iowa,59.4,39.4
Boone ,iowa,52.4,45.9
Bremer ,iowa,50.8,48.3
Buchanan ,iowa,56.3,42.4
Buena Vista ,iowa,44.3,54.7
Butler ,iowa,44.2,54.6
Calhoun ,iowa,43,55.7
Carroll ,iowa,46.4,52.7
Cass ,iowa,39.8,58.8
Cedar ,iowa,51.6,47.2
Cerro Gordo ,iowa,56.1,42.8
Cherokee ,iowa,41.2,57.4
Chickasaw ,iowa,55,43.9
Clarke ,iowa,49.7,48.3
Clay ,iowa,40,58.7
Clayton ,iowa,52.8,45.9
Clinton ,iowa,60.8,37.9
Crawford ,iowa,45.4,53.6
Dallas ,iowa,43.6,55.3
Davis ,iowa,40.6,57.1
Decatur ,iowa,47,51
Delaware ,iowa,49.4,49.6
Des Moines ,iowa,58.6,40.1
Dickinson ,iowa,40.4,58.4
Dubuque ,iowa,56.6,42.1
Emmet ,iowa,44.9,53.8
Fayette ,iowa,55.4,43.5
Floyd ,iowa,56.8,42.1
Franklin ,iowa,44,54.9
Fremont ,iowa,44.8,53.9
Greene ,iowa,49.3,49.4
Grundy ,iowa,38,61
Guthrie ,iowa,43.9,54.2
Hamilton ,iowa,48,50.6
Hancock ,iowa,42.6,56.2
Hardin ,iowa,45.8,53
Harrison ,iowa,43,55.7
Henry ,iowa,46.3,52.3
Howard ,iowa,59.8,38.8
Humboldt ,iowa,38.4,60.5
Ida ,iowa,36.3,62.8
Iowa ,iowa,46.9,51.8
Jackson ,iowa,57.8,41
Jasper ,iowa,52.8,45.7
Jefferson ,iowa,56.8,40.8
Johnson ,iowa,66.9,31.4
Jones ,iowa,53.2,45.4
Keokuk ,iowa,44,54.4
Kossuth ,iowa,43.3,55.6
Lee ,iowa,57.2,41.2
Linn ,iowa,58.1,40.5
Louisa ,iowa,49.8,49.1
Lucas ,iowa,46.3,52.6
Lyon ,iowa,21.9,76.8
Madison ,iowa,43.1,55.2
Mahaska ,iowa,39,59.6
Marion ,iowa,42.6,55.9
Marshall ,iowa,53.9,44.9
Mills ,iowa,39.6,58.7
Mitchell ,iowa,50.7,47.4
Monona ,iowa,44.6,54.3
Monroe ,iowa,45.5,53.2
Montgomery ,iowa,38.4,60
Muscatine ,iowa,56.8,41.3
O'Brien ,iowa,26.9,72.1
Osceola ,iowa,28.6,70
Page ,iowa,36.9,61.8
Palo Alto ,iowa,43.7,54.5
Plymouth ,iowa,32.1,66.4
Pocahontas ,iowa,38,59.8
Polk ,iowa,56.4,42.2
Pottawattamie ,iowa,46.4,52.2
Poweshiek ,iowa,53.8,44.7
Ringgold ,iowa,45.8,53
Sac ,iowa,40.3,58.7
Scott ,iowa,56.3,42.6
Shelby ,iowa,38.2,60.5
Sioux ,iowa,15.6,83.6
Story ,iowa,55.8,42
Tama ,iowa,53,45.6
Taylor ,iowa,42.3,56.4
Union ,iowa,51.3,47.5
Van Buren ,iowa,39.5,58.1
Wapello ,iowa,55.1,43.4
Warren ,iowa,48.4,50.4
Washington ,iowa,46.7,50.9
Wayne ,iowa,43.3,54.9
Webster ,iowa,52.2,46.7
Winnebago ,iowa,49.3,49.3
Winneshiek ,iowa,56.7,41.9
Woodbury ,iowa,49.3,49.5
Worth ,iowa,56.6,42.1
Wright ,iowa,45.3,53.6
Allen ,kansas,35.3,62.5
Anderson ,kansas,28.6,68.6
Atchison ,kansas,38.3,59
Barber ,kansas,20.7,76.8
Barton ,kansas,22.4,76
Bourbon ,kansas,31.9,65.7
Brown ,kansas,26.9,70.8
Butler ,kansas,28,69.8
Chase ,kansas,27.8,69.5
Chautauqua ,kansas,17.2,80
Cherokee ,kansas,34.2,63.7
Cheyenne ,kansas,16.2,81.4
Clark ,kansas,17.1,79.1
Clay ,kansas,22.6,75.8
Cloud ,kansas,24,72.9
Coffey ,kansas,23,74.5
Comanche ,kansas,15.4,82.6
Cowley ,kansas,33.9,63.7
Crawford ,kansas,45.5,52
Decatur ,kansas,17.4,79.5
Dickinson ,kansas,25,72.7
Doniphan ,kansas,26.3,71.1
Douglas ,kansas,60.5,36.8
Edwards ,kansas,21.3,76.8
Elk ,kansas,20.4,76.7
Ellis ,kansas,27.1,70.9
Ellsworth ,kansas,26,71.2
Finney ,kansas,30.4,67.3
Ford ,kansas,30.5,67.5
Franklin ,kansas,33.4,63.8
Geary ,kansas,42,56.4
Gove ,kansas,12.7,84.4
Graham ,kansas,18.8,79.2
Grant ,kansas,19.7,78.6
Gray ,kansas,16,82.5
Greeley ,kansas,16.8,81.1
Greenwood ,kansas,24.1,73.4
Hamilton ,kansas,18.6,79.1
Harper ,kansas,23,73.8
Harvey ,kansas,37.4,60.5
Haskell ,kansas,14.9,83.5
Hodgeman ,kansas,17,81.6
Jackson ,kansas,34.2,63.5
Jefferson ,kansas,37.3,60.2
Jewell ,kansas,15.2,82.6
Johnson ,kansas,40.1,58
Kearny ,kansas,19.5,79
Kingman ,kansas,22.9,74.1
Kiowa ,kansas,14.1,85.6
Labette ,kansas,38.9,59
Lane ,kansas,18.5,79.8
Leavenworth ,kansas,38.8,59
Lincoln ,kansas,19.5,78.7
Linn ,kansas,25.8,71.7
Logan ,kansas,14.9,83.3
Lyon ,kansas,42.8,54.7
Marion ,kansas,25.5,72
Marshall ,kansas,31,66.7
McPherson ,kansas,28.1,69.6
Meade ,kansas,15.4,84.6
Miami ,kansas,31.7,66.4
Mitchell ,kansas,19.7,78.4
Montgomery ,kansas,28.2,69.6
Morris ,kansas,27.9,69.3
Morton ,kansas,14.4,84.2
Nemaha ,kansas,19.9,78.2
Neosho ,kansas,31.6,65.9
Ness ,kansas,14.9,84
Norton ,kansas,17.1,80.8
Osage ,kansas,32.9,64
Osborne ,kansas,17.8,80.4
Ottawa ,kansas,19,78.3
Pawnee ,kansas,27.4,70.5
Phillips ,kansas,14.8,83.4
Pottawatomie ,kansas,24.6,71.9
Pratt ,kansas,26,72.8
Rawlins ,kansas,13,85
Reno ,kansas,33,64.5
Republic ,kansas,17.8,79.5
Rice ,kansas,24.8,72.6
Riley ,kansas,42.4,55.1
Rooks ,kansas,15.2,82.2
Rush ,kansas,23.3,74.3
Russell ,kansas,18.6,79.8
Saline ,kansas,32.7,64.9
Scott ,kansas,13.4,84.3
Sedgwick ,kansas,39,58.7
Seward ,kansas,28.1,70.5
Shawnee ,kansas,48,49.7
Sheridan ,kansas,12.5,86.1
Sherman ,kansas,22.1,75.5
Smith ,kansas,17.4,80.6
Stafford ,kansas,22,75.4
Stanton ,kansas,18.9,80.1
Stevens ,kansas,12.1,86.3
Sumner ,kansas,29.1,68.6
Thomas ,kansas,17,80.5
Trego ,kansas,18.7,79.7
Wabaunsee ,kansas,28.1,69.1
Wallace ,kansas,8.7,89.9
Washington ,kansas,18,80.3
Wichita ,kansas,15.9,83.2
Wilson ,kansas,22,76
Woodson ,kansas,26.3,71.8
Wyandotte ,kansas,67.3,30.9
Adair ,kentucky,21.8,76.9
Allen ,kentucky,25.5,73
Anderson ,kentucky,32.1,66.1
Ballard ,kentucky,30.5,68
Barren ,kentucky,32.6,65.9
Bath ,kentucky,42.9,55.2
Bell ,kentucky,23.5,75.2
Boone ,kentucky,29.8,68.4
Bourbon ,kentucky,38.9,59.3
Boyd ,kentucky,40.8,57.2
Boyle ,kentucky,36.1,62.3
Bracken ,kentucky,35.5,62.8
Breathitt ,kentucky,31.2,66.3
Breckinridge ,kentucky,35.5,63.1
Bullitt ,kentucky,31.4,67.1
Butler ,kentucky,25.6,73.5
Caldwell ,kentucky,31.6,66.6
Calloway ,kentucky,35.3,62.7
Campbell ,kentucky,37.5,60.3
Carlisle ,kentucky,28.6,70.1
Carroll ,kentucky,44.3,54.3
Carter ,kentucky,38,59.3
Casey ,kentucky,17.8,80.5
Christian ,kentucky,37.6,61.4
Clark ,kentucky,33.9,64.4
Clay ,kentucky,15,83.7
Clinton ,kentucky,17.1,81.2
Crittenden ,kentucky,24.9,73.7
Cumberland ,kentucky,21,77.7
Daviess ,kentucky,38.5,59.6
Edmonson ,kentucky,29.5,69.3
Elliott ,kentucky,49.4,46.9
Estill ,kentucky,26.2,72.3
Fayette ,kentucky,49.3,48.3
Fleming ,kentucky,33.1,65.4
Floyd ,kentucky,31.8,65.7
Franklin ,kentucky,49.4,48.6
Fulton ,kentucky,41.2,57.4
Gallatin ,kentucky,40.5,57.5
Garrard ,kentucky,23.5,75
Grant ,kentucky,32.7,65.8
Graves ,kentucky,29.3,69.1
Grayson ,kentucky,29.6,69.1
Green ,kentucky,24,74.8
Greenup ,kentucky,39.8,58.4
Hancock ,kentucky,44.4,53.5
Hardin ,kentucky,38.8,59.6
Harlan ,kentucky,17.2,81.2
Harrison ,kentucky,34.5,63.6
Hart ,kentucky,34.5,64.3
Henderson ,kentucky,43.5,55.3
Henry ,kentucky,38.4,59.8
Hickman ,kentucky,32.1,66.9
Hopkins ,kentucky,29.3,69.2
Jackson ,kentucky,12.1,86.2
Jefferson ,kentucky,54.8,43.7
Jessamine ,kentucky,29.1,69
Johnson ,kentucky,19.1,78.5
Kenton ,kentucky,36.8,61.2
Knott ,kentucky,24.9,72.5
Knox ,kentucky,22.4,76.3
LaRue ,kentucky,30.1,67.9
Laurel ,kentucky,17.4,81
Lawrence ,kentucky,27.2,71.4
Lee ,kentucky,22.7,75.4
Leslie ,kentucky,8.7,89.7
Letcher ,kentucky,19.4,77.8
Lewis ,kentucky,28.1,69.7
Lincoln ,kentucky,28.2,70.1
Livingston ,kentucky,29.8,68.5
Logan ,kentucky,33,65.6
Lyon ,kentucky,35.8,62.8
Madison ,kentucky,34.6,63.4
Magoffin ,kentucky,29.2,69.1
Marion ,kentucky,46.7,51.9
Marshall ,kentucky,32,66.2
Martin ,kentucky,15,83.2
Mason ,kentucky,37.7,61
McCracken ,kentucky,32.9,65.4
McCreary ,kentucky,18.7,80
McLean ,kentucky,34.1,64.4
Meade ,kentucky,37.8,60.5
Menifee ,kentucky,40.3,57.1
Mercer ,kentucky,29.9,68.6
Metcalfe ,kentucky,34.1,64
Monroe ,kentucky,19.7,79.3
Montgomery ,kentucky,36.1,62.4
Morgan ,kentucky,30.6,67.6
Muhlenberg ,kentucky,37.5,60.9
Nelson ,kentucky,41.1,57.6
Nicholas ,kentucky,36.7,61.4
Ohio ,kentucky,31,67.1
Oldham ,kentucky,30.9,67.5
Owen ,kentucky,33,65.2
Owsley ,kentucky,17.9,80.9
Pendleton ,kentucky,33.6,64.3
Perry ,kentucky,20,78.5
Pike ,kentucky,23.9,74.4
Powell ,kentucky,36.5,61.4
Pulaski ,kentucky,19.1,79.7
Robertson ,kentucky,36.4,61.9
Rockcastle ,kentucky,17.6,80.9
Rowan ,kentucky,45,52.8
Russell ,kentucky,18.3,80.3
Scott ,kentucky,36.6,61.7
Shelby ,kentucky,35.6,63.2
Simpson ,kentucky,37.4,61.4
Spencer ,kentucky,30.2,67.9
Taylor ,kentucky,30,69
Todd ,kentucky,29.7,68.8
Trigg ,kentucky,31.4,67.1
Trimble ,kentucky,38.3,60.3
Union ,kentucky,32.5,66.1
Warren ,kentucky,38.3,60.1
Washington ,kentucky,32,67
Wayne ,kentucky,25.7,73.4
Webster ,kentucky,32.3,65.9
Whitley ,kentucky,20.5,78.3
Wolfe ,kentucky,38.1,60.3
Woodford ,kentucky,39.6,58.5
Acadia ,louisiana,24.4,74.3
Allen ,louisiana,28.1,69.8
Ascension ,louisiana,32,66.3
Assumption ,louisiana,43.3,55.3
Avoyelles ,louisiana,35.7,62.6
Beauregard ,louisiana,19.9,78.1
Bienville ,louisiana,48.5,50.5
Bossier ,louisiana,26.7,72
Caddo ,louisiana,51.9,47
Calcasieu ,louisiana,34.7,63.4
Caldwell ,louisiana,21.5,77.2
Cameron ,louisiana,10.9,87.1
Catahoula ,louisiana,33.6,65.4
Claiborne ,louisiana,44.8,54.2
Concordia ,louisiana,40.9,58.1
DeSoto ,louisiana,42.5,56.3
East Baton Rouge ,louisiana,51.8,46.6
East Carroll ,louisiana,66.3,33.2
East Feliciana ,louisiana,45.5,52.9
Evangeline ,louisiana,33.8,64.5
Franklin ,louisiana,31.3,67.4
Grant ,louisiana,16.4,81.7
Iberia ,louisiana,36.3,62.6
Iberville ,louisiana,56.1,42.7
Jackson ,louisiana,30.6,68.2
Jeff Davis ,louisiana,25.4,72.9
Jefferson ,louisiana,39.8,58.2
Lafayette ,louisiana,32.2,65.9
Lafourche ,louisiana,24.6,73.2
LaSalle ,louisiana,11.6,87.1
Lincoln ,louisiana,41.9,56.6
Livingston ,louisiana,13.8,84.2
Madison ,louisiana,60.8,38.6
Morehouse ,louisiana,46.7,52.3
Natchitoches ,louisiana,46,52.6
Orleans ,louisiana,80.3,17.8
Ouachita ,louisiana,38.9,59.8
Plaquemines ,louisiana,35.1,63.2
Pointe Coupee ,louisiana,44.8,53.9
Rapides ,louisiana,34.5,64.1
Red River ,louisiana,46.9,51.7
Richland ,louisiana,35.4,63.6
Sabine ,louisiana,21.8,77
St. Bernard ,louisiana,36.2,60.9
St. Charles ,louisiana,35.1,62.9
St. Helena ,louisiana,59.7,38.9
St. James ,louisiana,56.9,42
St. John the Baptist ,louisiana,62.4,36.1
St. Landry ,louisiana,47.2,51.6
St. Martin ,louisiana,37,61.6
St. Mary ,louisiana,40,58.7
St. Tammany ,louisiana,22.8,75
Tangipahoa ,louisiana,35.4,63.1
Tensas ,louisiana,55.6,43.7
Terrebonne ,louisiana,28.5,69.7
Union ,louisiana,28.6,70.2
Vermilion ,louisiana,22.9,75.7
Vernon ,louisiana,20.3,77.8
Washington ,louisiana,35.1,63.4
Webster ,louisiana,36.9,61.9
West Baton Rouge ,louisiana,44.6,54.2
West Carroll ,louisiana,18.8,79.8
West Feliciana ,louisiana,42.3,56.4
Winn ,louisiana,29.4,69.5
Androscoggin ,maine,55,42.3
Aroostook ,maine,52.7,45
Cumberland ,maine,60.5,34.2
Franklin ,maine,57.7,39.1
Hancock ,maine,57,40.3
Kennebec ,maine,55.4,41.9
Knox ,maine,60.1,37.6
Lincoln ,maine,54.7,43
Oxford ,maine,55.9,40.9
Penobscot ,maine,50.3,47.4
Piscataquis ,maine,46.4,50.9
Sagadahoc ,maine,57,40.7
Somerset ,maine,49.4,47.8
Waldo ,maine,53.8,43.2
Washington ,maine,49.5,47.8
York ,maine,57.1,40.8
Allegany ,maryland,32.4,65.3
Anne Arundel ,maryland,48.5,49.4
Baltimore ,maryland,57.2,40.8
Baltimore City ,maryland,87.4,11.1
Calvert ,maryland,45,53.2
Caroline ,maryland,36.9,61.3
Carroll ,maryland,31.7,65.7
Cecil ,maryland,38.7,59.1
Charles ,maryland,65,33.7
Dorchester ,maryland,46.1,52.7
Frederick ,maryland,46.9,50.9
Garrett ,maryland,23,75.1
Harford ,maryland,39.2,58.7
Howard ,maryland,59.5,38.3
Kent ,maryland,48.7,49.6
Montgomery ,maryland,70.9,27.4
Prince George's ,maryland,90.1,9.2
Queen Anne's ,maryland,34.1,64.3
Somerset ,maryland,48.3,50.8
St. Mary's ,maryland,40.8,56.9
Talbot ,maryland,42.8,55.9
Washington ,maryland,39.7,58.2
Wicomico ,maryland,45.7,52.6
Worcester ,maryland,40.1,58.4
Barnstable ,massachusetts,53.2,45.5
Berkshire ,massachusetts,75.8,22.2
Bristol ,massachusetts,59.5,39
Dukes ,massachusetts,72.9,25.6
Essex ,massachusetts,57.5,41.2
Franklin ,massachusetts,71.9,24.8
Hampden ,massachusetts,62,36.6
Hampshire ,massachusetts,70.3,26.6
Middlesex ,massachusetts,62.6,35.7
Nantucket ,massachusetts,62.8,35.8
Norfolk ,massachusetts,57.4,41.3
Plymouth ,massachusetts,51.3,47.5
Suffolk ,massachusetts,77.6,20.8
Worcester ,massachusetts,53.7,44.5
Alcona ,michigan,40.5,58.7
Alger ,michigan,48.1,50.6
Allegan ,michigan,39.8,59
Alpena ,michigan,46.7,52.1
Antrim ,michigan,38.7,60.1
Arenac ,michigan,46.9,51.8
Baraga ,michigan,45.1,53.5
Barry ,michigan,40.4,58.5
Bay ,michigan,52.5,46.5
Benzie ,michigan,47.6,51.5
Berrien ,michigan,46.3,52.8
Branch ,michigan,40.1,58.8
Calhoun ,michigan,50.3,48.7
Cass ,michigan,42.7,56.4
Charlevoix ,michigan,42.2,56.9
Cheboygan ,michigan,43.9,54.8
Chippewa ,michigan,45.6,53.2
Clare ,michigan,47,51.8
Clinton ,michigan,46.5,52.7
Crawford ,michigan,43.9,54.9
Delta ,michigan,46.2,52.8
Dickinson ,michigan,38.7,60.1
Eaton ,michigan,51,47.9
Emmet ,michigan,40.9,58
Genesee ,michigan,63.6,35.4
Gladwin ,michigan,45.9,53.1
Gogebic ,michigan,53.6,45.5
Grand Traverse ,michigan,43.6,55.4
Gratiot ,michigan,47.5,51.4
Hillsdale ,michigan,37.2,61.5
Houghton ,michigan,44.1,54.3
Huron ,michigan,42.1,56.9
Ingham ,michigan,63.4,35.6
Ionia ,michigan,42.8,55.7
Iosco ,michigan,46.8,51.8
Iron ,michigan,44.9,53.9
Isabella ,michigan,54.1,44.8
Jackson ,michigan,46.6,52.4
Kalamazoo ,michigan,56.2,42.9
Kalkaska ,michigan,39.5,59.1
Kent ,michigan,45.5,53.4
Keweenaw ,michigan,41.9,55.8
Lake ,michigan,52.1,47
Lapeer ,michigan,43.7,55.1
Leelanau ,michigan,46.4,52.8
Lenawee ,michigan,48.8,50.1
Livingston ,michigan,38,61.3
Luce ,michigan,38.4,60.6
Mackinac ,michigan,43.5,55.7
Macomb ,michigan,51.6,47.6
Manistee ,michigan,52.2,46.3
Marquette ,michigan,56.4,42.3
Mason ,michigan,47,52
Mecosta ,michigan,44.5,54.4
Menominee ,michigan,48,51
Midland ,michigan,41.8,57.3
Missaukee ,michigan,32.4,66.4
Monroe ,michigan,50,49
Montcalm ,michigan,45,53.7
Montmorency ,michigan,40.6,58
Muskegon ,michigan,58.4,40.6
Newaygo ,michigan,40.7,58.1
Oakland ,michigan,53.7,45.6
Oceana ,michigan,44.3,54.5
Ogemaw ,michigan,46.2,52.5
Ontonagon ,michigan,44.8,53.9
Osceola ,michigan,38.8,59.8
Oscoda ,michigan,41.1,57.3
Otsego ,michigan,39.6,59.2
Ottawa ,michigan,32.5,66.7
Presque Isle ,michigan,45.1,53.6
Roscommon ,michigan,47.6,51.4
Saginaw ,michigan,55.5,43.6
Sanilac ,michigan,39.3,59.7
Schoolcraft ,michigan,46.1,52.9
Shiawassee ,michigan,51.2,47.5
St. Clair ,michigan,45.9,53
St. Joseph ,michigan,43.3,55.7
Tuscola ,michigan,44,54.8
Van Buren ,michigan,49.7,49.2
Washtenaw ,michigan,67.5,31.5
